1	2.393967431	3.445221059	2.039371183
500	4.723060461	6.063822532	3.060273067
1000	8.848098986	10.17617571	7.698548276
1500	11.75351123	13.91126247	9.763154157
2000	12.67967245	15.76250744	9.907780409
2500	14.66401741	16.4127093	12.68706029
3000	15.08218446	17.08007284	13.6470796
3500	17.62383454	19.13902429	16.1922
4000	19.40036398	20.7293751	17.42267705
